"code","full_name"
"CARHOM","Cardiobacterium hominis"
"CARSPP","Cardiobacterium"
"CAS","Capnocytophaga sputigena"
"CAT","Catonella"
"CATHON","Christensenella hongkongensis"
"CATSPP","Christensenella"
"CAU","Clostridium sardiniense"
"CAV","Anaerocolumna aminovalerica"
"CAX","Candida albicans complex"
"CAY","Caryophanon"
"CAYSPP","Caryophanon"
"CBA","Clostridium baratii"
"CBB","Campylobacter sputorum bubulus"
"CBC","Conidiobolus coronatus"
"CBE","Clostridium beijerinckii"
"CBI","Paraclostridium bifermentans"
"CBK","Citrobacter braakii"
"CBM","Carnobacterium maltaromaticum"
"CBN","Cladophialophora bantiana"
"CBO","Clostridium botulinum"
"CBP","Cladophialophora boppii"
"CBR","Cunninghamella elegans"
"CBT","Coxiella burnetii"
"CBU","Clostridium butyricum"
"CBV","Corynebacterium bovis"
"CCA","Clostridium carnis"
"CCC","Clostridium cochlearium"
"CCD","Clostridium cadaveris"
"CCE","Cellulosimicrobium cellulans"
"CCESPP","Cellulomonas"
"CCH","Clostridium chauvoei"
"CCI","Candida"
"CCISPP","Candida"
"CCL","Enterocloster clostridioformis"
"CCM","Capnocytophaga canimorsus"
"CCN","Campylobacter concisus"
"CCO","Campylobacter coli"
"CCR","Candida ascalaphidarum"
"CCRSPP","Candida ascalaphidarum"
"CCT","Candida"
"CCTSPP","Candida"
"CCU","Campylobacter curvus"
"CCY","Capnocytophaga cynodegmi"
"CD+","Clostridioides difficile"
"CD-","Clostridioides difficile"
"CD2","Corynebacterium urealyticum"
"CD3","Dysgonomonas capnocytophagoides"
"CDA","Cedecea davisae"
"CDC","Clostridium colinum"
"CDE","Cladophialophora devriesii"
"CDF","Clostridioides difficile"
"CDH","Candida duobushaemulonii"
"CDI","Citrobacter koseri"
"CDL","Citrobacter koseri"
"CDLSPP","Citrobacter"
"CDP","Corynebacterium"
"CDT","Corynebacterium diphtheriae"
"CDU","Candida dubliniensis"
"CE3","Cedecea"
"CE5","Cedecea"
"CED","Cedecea"
"CED.SP","Cedecea"
"CEDDAV","Cedecea davisae"
"CEDLAP","Cedecea lapagei"
"CEDNET","Cedecea neteri"
"CEDSP3","Cedecea"
"CEDSP5","Cedecea"
"CEDSPP","Cedecea"
"CEG63","Buttiauxella ferragutiae"
"CEG64","Buttiauxella gaviniae"
"CEL","Cellulomonas"
"CELHOM","Cellulomonas hominis"
"CELSPP","Cellulomonas"
"CEM","Cellulosimicrobium"
"CEMSPP","Cellulosimicrobium"
"CEN","Centipeda"
"CENPER","Centipeda periodontii"
"CENSPP","Centipeda"
"CEO","Cetobacterium somerae"
"CER","Salmonella Cerro"
"CET","Cetobacterium"
"CEUCEL","Cellulosimicrobium cellulans"
"CFA","Citrobacter farmeri"
"CFB","Cyberlindnera fabianii"
"CFE","Campylobacter fetus"
"CFL","Chlamydia felis"
"CFN","Candida albicans"
"CFR","Citrobacter freundii"
"CFV","Campylobacter fetus venerealis"
"CFX","Clostridium fallax"
"CGA","Goffeauzyma"
"CGASPP","Cryptococcus"
"CGC","Terrisporobacter glycolicus"
"CGH","Paraclostridium ghonii"
"CGI","Capnocytophaga gingivalis"
"CGJK","Corynebacterium rouxii"
"CGL","Nakaseomyces glabratus"
"CGM","Corynebacterium glutamicum"
"CGN","Capnocytophaga granulosa"
"CGR","Klebsiella granulomatis"
"CGT","Cryptococcus gattii"
"CGU","Meyerozyma guilliermondii"
"CGUSPP","Candida"
"CGX","Candida glabrata complex"
"CGY","Corynebacterium glucuronolyticum"
"CHA","Chaetomium"
"CHB","Chryseobacterium"
"CHB.SP","Chryseobacterium"
"CHBANT","Chryseobacterium anthropi"
"CHBAQU","Chryseobacterium aquaticum"
"CHBAQUI","Chryseobacterium aquifrigidense"
"CHBART","Chryseobacterium arthrosphaerae"
"CHBBAL","Chryseobacterium balustinum"
"CHBBOV","Chryseobacterium bovis"
"CHBCAE","Chryseobacterium caeni"
"CHBCHA","Chryseobacterium chaponense"
"CHBCUL","Chryseobacterium culicis"
"CHBCUM","(nom inconnu)"
"CHBDAE","Chryseobacterium daecheongense"
"CHBDAEG","Chryseobacterium daeguense"
"CHBDEF","Chryseobacterium defluvii"
"CHBELY","Chryseobacterium elymi"
"CHBFLA","Chryseobacterium flavum"
"CHBFOR","Chryseobacterium formosense"
"CHBGAM","Chryseobacterium gambrini"
"CHBGIN","Chryseobacterium ginsenosidimutans"
"CHBGLE","Chryseobacterium gleum"
"CHBGRE","Chryseobacterium aquaticum greenlandense"
"CHBGREG","(nom inconnu)"
"CHBHAG","Chryseobacterium hagamense"
"CHBHAI","Chryseobacterium haifense"
"CHBHIS","Chryseobacterium hispanicum"
"CHBHOM","Chryseobacterium hominis"
"CHBHUM","Chryseobacterium humi"
"CHBHUN","Chryseobacterium hungaricum"
"CHBIND","Chryseobacterium indologenes"
"CHBJEJ","Chryseobacterium jejuense"
"CHBJEO","Chryseobacterium jeonii"
"CHBJOO","Chryseobacterium joostei"
"CHBKOR","Chryseobacterium koreense"
"CHBLAT","Chryseobacterium lathyri"
"CHBLUT","Chryseobacterium luteum"
"CHBMAR","Chryseobacterium marinum"
"CHBMEN","Elizabethkingia meningoseptica"
"CHBMOL","Chryseobacterium molle"
"CHBOLA","(nom inconnu)"
"CHBOLI","(nom inconnu)"
"CHBONC","Chryseobacterium oncorhynchi"
"CHBOPI","Chryseobacterium anthropi"
"CHBORA","Chryseobacterium oranimense"
"CHBPAL","Chryseobacterium pallidum"
"CHBPALU","Chryseobacterium palustre"
"CHBPIP","Chryseobacterium piperi"
"CHBPIS","Chryseobacterium piscium"
"CHBPISC","Chryseobacterium piscicola"
"CHBRHI","Chryseobacterium rhizosphaerae"
"CHBSCO","Chryseobacterium scophthalmum"
"CHBSHI","Chryseobacterium shigense"
"CHBSOL","Chryseobacterium soldanellicola"
"CHBSPE","Chryseobacterium"
"CHBSPP","Chryseobacterium"
"CHBTAE","Chryseobacterium taeanense"
"CHBTAI","Chryseobacterium taichungense"
"CHBTAIW","Chryseobacterium taiwanense"
"CHBTREV","Chryseobacterium treverense"
"CHBURE","Chryseobacterium ureilyticum"
"CHBVIE","Chryseobacterium vietnamense"
"CHBVRY","Chryseobacterium vrystaatense"
"CHBWAN","Chryseobacterium wanjuense"
"CHBXIN","Chryseobacterium xinjiangense"
"CHBYON","Chryseobacterium yonginense"
"CHC","Capnocytophaga haemolytica"
"CHCIND","Chryseobacterium indoltheticum"
"CHCMEN","Chryseobacterium"
"CHCSPP","Chryseobacterium"
"CHD","Chlamydia"
"CHDSPP","Chlamydia"
"CHE","Clostridium haemolyticum"
"CHF","Tissierella praeacuta"
"CHI","Hathewaya histolytica"
"CHL","Chlamydia"
"CHLSPP","Chlamydia"
"CHM","Chromobacterium"
"CHMSPP","Candida ascalaphidarum"
"CHO","Cardiobacterium hominis"
"CHOSPP","Chromobacterium"
"CHR","Chromobacterium"
"CHR.SP","Chromobacterium"
"CHRGLE","Chryseobacterium gleum"
"CHRIND","Chryseobacterium indologenes"
"CHRSPP","Chromobacterium"
"CHRSSPE","Chryseobacterium"
"CHRVIO","Chromobacterium violaceum"
"CHS","Chrysosporium"
"CHSLUT","Chryseomonas luteola"
"CHSSPP","Chryseomonas luteola"
"CHT","Chlamydia trachomatis"
"CHU","Candida"
"CHUSPP","Candida"
"CHX","Chilomastix"
"CHY","Campylobacter hyointestinalis"
"CHY.SP","Chryseomonas"
"CI-","Citrobacter"
"CI2","Corynebacterium amycolatum"
"CI9","Citrobacter rodentium"
"CIC","Clostridium innocuum"
"CID","Lacrimispora indolis"
"CIG","Asaccharospora irregularis"
"CIM","Coccidioides immitis"
"CIN","Candida intermedia"
"CIR","Circinella"
"CIT","Citrobacter"
"CIT.SP","Citrobacter"
"CITAMA","Citrobacter amalonaticus"
"CITAMO","Citrobacter amalonaticus"
"CITBRA","Citrobacter braakii"
"CITDIV","Citrobacter koseri"
"CITFAR","Citrobacter farmeri"
"CITFRC","Citrobacter freundii"
"CITFRE","Citrobacter freundii"
"CITFREC","Citrobacter freundii"
"CITKOS","Citrobacter koseri"
"CITKOSC","Citrobacter koseri"
"CITMUR","Citrobacter murliniae"
"CITROD","Citrobacter rodentium"
"CITSED","Citrobacter sedlakii"
"CITSPP","Citrobacter"
"CITWER","Citrobacter werkmanii"
"CITYOU","Citrobacter youngae"
"CIX","Citrobacter amalonaticus complex"
"CJ1","Campylobacter jejuni"
"CJ2","Campylobacter jejuni"
"CJD","Campylobacter jejuni doylei"
"CJK","Corynebacterium jeikeium"
"CKR","Issatchenkia brumptii"
"CKRSPP","Candida"
"CKU","Corynebacterium kutscheri"
"CL.PAE","Clostridium baratii"
"CL.PAU","Clostridium paraputrificum"
"CL.TER","Clostridium tertium"
"CLA","Cladosporium"
"CLA.SP","Cladosporium"
"CLACLA","Cladosporium cladosporioides"
"CLASPH","Cladosporium sphaerospermum"
"CLASPP","Cladosporium"
"CLD","Cladophialophora"
"CLDSPP","Cladophialophora"
"CLE","Cedecea lapagei"
"CLF","Clostridium putrefaciens"
"CLI","Hathewaya"
"CLL","Hannaella alba"
"CLLCEL","Cellulosimicrobium cellulans"
"CLLSPP","Cellulosimicrobium"
"CLM","Pichia fermentans"
"CLMSPP","Candida"
"CLN","Cryptococcus"
"CLNSPP","Cryptococcus"
"CLO","Clostridium"
"CLO.SP","Clostridium"
"CLOAMY","Clostridium"
"CLOBAR","Clostridium baratii"
"CLOBIF","Paraclostridium bifermentans"
"CLOBOT","Clostridium botulinum"
"CLOBUT","Clostridium"
"CLOCAD","Clostridium cadaveris"
"CLOCAR","Clostridium neonatale"
"CLOCEL","Lacrimispora celerecrescens"
"CLOCIT","Clostridium"
"CLOCLO","Enterocloster clostridioformis"
"CLOCOC","Clostridium"
"CLODIF","Clostridioides difficile"
"CLODIS","Clostridium"
"CLOFAL","Clostridium"
"CLOGLY","Terrisporobacter glycolicus"
"CLOHAS","Clostridium"
"CLOHAT","Clostridium"
"CLOHIS","Hathewaya histolytica"
"CLOINN","Clostridium innocuum"
"CLONOV","Clostridium novyi"
"CLOORB","Flavonifractor plautii"
"CLOPAR","Clostridium paraputrificum"
"CLOPER","Clostridium perfringens"
"CLORAM","Thomasclavelia ramosa"
"CLOSEP","Clostridium septicum"
"CLOSOR","Paraclostridium sordellii"
"CLOSPH","Clostridium"
"CLOSPO","Clostridium sporogenes"
"CLOSPP","Clostridium"
"CLOSUB","Clostridium subterminale"
"CLOSYM","Clostridium symbiosum"
"CLOTER","Clostridium tertium"
"CLOTET","Clostridium tetani"
"CLOTYR","Clostridium tyrobutyricum"
"CLOXYL","Clostridium"
"CLP","Yarrowia lipolytica"
"CLPCAR","Cladophialophora carrionii"
"CLPSPP","Cladophialophora"
"CLR","Campylobacter lari"
"CLS","Clostridioides"
"CLSSPP","Clostridioides"
"CLT","Chryseomonas luteola"
"CLU","Clavispora lusitaniae"
"CLV","Clavibacter"
"CLVSPP","Clavibacter"
"CMA","Clostridium malenominatum"
"CMB","Klebsiella granulomatis"
"CMBSPP","Klebsiella granulomatis"
"CMC","Corynebacterium macginleyi"
"CME","Chilomastix motellae"
"CMF","Corynebacterium mucifaciens"
"CMG","Clavibacter michiganensis"
"CMI","Corynebacterium minutissimum"
"CML","Citrobacter amalonaticus"
"CMN","Candida magnoliae"
"CMO","Catonella morbi"
"CMT","Corynebacterium matruchotii"
"CMU","Campylobacter mucosalis"
"CMY","Corynebacterium mycetoides"
"CNA","Clostridium neonatale"
"CNB","Clostridium neonatale"
"CNE","Cryptococcus neoformans"
"CNI","Corynebacterium aurimucosum"
"CNO","Clostridium novyi"
"CNP","Wickerhamomyces anomalus"
"CNPSPP","Candida"
"CNR","Candida nivariensis"
"CNSG","Staphylococcus à coagulase négative (CoNS)"
"CNT","Cedecea neteri"
"CNV","Pichia norvegensis"
"CNVSPP","Candida"
"CNX","Clostridium nexile"
"COAN","Staphylococcus à coagulase négative (CoNS)"
"COC","Coccidioides"
"COCSPP","Cladosporium exobasidii"
"COD","Conidiobolus"
"COF","Coryneform bacterium"
"COL","Torulaspora delbrueckii"
"COL.SP","Collinsella"
"COLAER","Collinsella aerofaciens"
"COM","Comamonas"
"COM.SP","Comamonas"
"COMACI","Delftia acidovorans"
"COMAQU","Comamonas aquatica"
"COMKER","Comamonas"
"COMSPP","Comamonas"
"COMTER","Comamonas terrigena"
"COMTES","Comamonas testosteroni"
"COO","Cryptosporidium"
"COP","Salmonella Colindale"
"COR","Corynebacterium"
"COR.SP","Corynebacterium"
"CORACC","Corynebacterium accolens"
"CORAFE","Corynebacterium afermentans"
"CORAMY","Corynebacterium amycolatum"
"CORANF","Corynebacterium"
"CORAPP","Corynebacterium"
"CORARG","Corynebacterium argentoratense"
"CORARI","Corynebacterium aurimucosum"
"CORAUM","Corynebacterium aurimucosum"
"CORAUR","Corynebacterium auris"
"CORAUS","Corynebacterium auriscanis"
"CORBEL","Corynebacterium"
"CORBOV","Corynebacterium bovis"
"CORCON","Corynebacterium confusum"
"CORCOY","Corynebacterium coyleae"
"CORDIP","Corynebacterium diphtheriae"
"CORFAL","Corynebacterium falsenii"
"CORFRE","Corynebacterium freneyi"
"CORGEN","Corynebacterium"
"CORGG1","Corynebacterium"
"CORGG2","Corynebacterium"
"CORGLT","Corynebacterium glutamicum"
"CORGLU","Corynebacterium glucuronolyticum"
"CORGRA","Corynebacterium"
"CORGRB","Corynebacterium"
"CORGRD","Corynebacterium"
"CORGRF","Corynebacterium"
"CORGRG","Corynebacterium"
"CORGRI","Corynebacterium"
"CORIMI","Corynebacterium imitans"
"CORJEI","Corynebacterium jeikeium"
"CORKRO","Corynebacterium kroppenstedtii"
"CORKUT","Corynebacterium kutscheri"
"CORMAC","Corynebacterium macginleyi"
"CORMAS","Corynebacterium mastitidis"
"CORMAT","Corynebacterium"
"CORMIN","Corynebacterium minutissimum"
"CORMUC","Corynebacterium mucifaciens"
"COROTI","Corynebacterium otitidis"
"CORPIL","Corynebacterium pilosum"
"CORPRO","Corynebacterium propinquum"
"CORPSE","Corynebacterium pseudotuberculosis"
"CORPST","Corynebacterium pseudotuberculosis"
"CORPYO","Corynebacterium"
"CORREN","Corynebacterium renale"
"CORRES","Corynebacterium resistens"
"CORSAN","Corynebacterium sanguinis"
"CORSIM","Corynebacterium simulans"
"CORSIN","Corynebacterium singulare"
"CORSPP","Corynebacterium"
"CORSTR","Corynebacterium striatum"
"CORTUB","Corynebacterium tuberculostearicum"
"CORULC","Corynebacterium ulcerans"
"CORURC","Corynebacterium ureicelerivorans"
"CORURE","Corynebacterium urealyticum"
"CORVAR","Corynebacterium variabile"
"CORXER","Corynebacterium xerosis"
"COT","Contracaecum"
"COU","Faecalicatena orotica"
"COX","Coxiella"
"COXSPP","Coxiella"
"CP2201","Candida parapsilosis"
"CPA","Candida parapsilosis"
"CPB","Corynebacterium pseudotuberculosis"
"CPC","Coprococcus"
"CPCSPP","Coprococcus"
"CPD","Corynebacterium pseudodiphtheriticum"
"CPE","Clostridium perfringens"
"CPF","Clostridium piliforme"
"CPH","Capillaria riukiuensis"
"CPI","Corynebacterium pilosum"
"CPL","Metschnikowia pulcherrima"
"CPLSPP","Candida"
"CPM","Chlamydia pecorum"
"CPN","Chlamydia pneumoniae"
"CPO","Centipeda periodontii"
"CPP","Clostridium paraputrificum"
"CPPSPP","Cryptococcus"
"CPQ","Corynebacterium propinquum"
"CPR","Candida ascalaphidarum"
"CPRSPP","Candida ascalaphidarum"
"CPSG","Staphylococcus à coagulase positif (CoPS)"
"CPT","Chlamydia psittaci"
"CPU","Clostridium putrificum"
"CPV","Cryptosporidium parvum"
"CPX","Candida parapsilosis complex"
"CRA","Thomasclavelia ramosa"
"CRC","Corynebacterium cystitidis"
"CRCADE","Cryptococcus"
"CRCALB","Cryptococcus"
"CRCCUR","Cryptococcus"
"CRCDIF","Cryptococcus"
"CRCGAT","Cryptococcus"
"CRCHUM","Cryptococcus"
"CRCLAU","Cryptococcus"
"CRCNEO","Cryptococcus neoformans"
"CRCNVG","Cryptococcus neoformans"
"CRCNVN","Cryptococcus neoformans"
"CRCSPP","Cryptococcus"
"CRCUNI","Cryptococcus neoformans uniguttulatus"
"CRD","Cordylobia"
"CRDSPP","Cordylobia"
"CRE","Campylobacter rectus"
"CRG","Corynebacterium argentoratense"
"CRI","Cristispira"
"CRISPP","Cristispira"
"CRM","Corynebacterium aurimucosum"
"CRN","Corynebacterium renale"
"CRO","Cronobacter"
"CRODUB","Cronobacter dublinensis"
"CROMAL","Cronobacter malonaticus"
"CROSAK","Cronobacter sakazakii"
"CROSPP","Cronobacter"
"CROTUR","Cronobacter turicensis"
"CRP","Candida pararugosa"
"CRR","Cladophialophora carrionii"
"CRS","Candida auris"
"CRS.SP","Cryptosporidium"
"CRSM","Stenotrophomonas maltophilia"
"CRT","Chryseobacterium arthrosphaerae"
"CRU","Candida"
"CRUSPP","Candida"
"CRY","Cryptococcus"
"CRY.SP","Cryptococcus"
"CRYALB","Cryptococcus albidus"
"CRYNEO","Cryptococcus neoformans"
"CRYSPP","Cryptococcus"
"CRYUNI","Cryptococcus neoformans uniguttulatus"
"CSA","Clostridium sartagoforme"
"CSC","Clostridium scatologenes"
"CSE","Clostridium septicum"
"CSG","Clostridium sporogenes"
"CSH","Campylobacter showae"
"CSK","Citrobacter sedlakii"
"CSL","Candida"
"CSLSPP","Candida"
"CSN","Lacrimispora sphenoides"
"CSO","Paraclostridium sordellii"
"CSP","Campylobacter sputorum"
"CSS","Faecalispora sporosphaeroides"
"CST","Corynebacterium striatum"
"CSU","Clostridium subterminale"
"CSY","Clostridium symbiosum"
"CT.ALB","Cryptococcus albidus"
"CT.LUT","Cryptococcus luteolus"
"CT.TER","Cryptococcus terreus"
"CTA","Candida metapsilosis"
"CTE","Clostridium tetani"
"CTG","Comamonas terrigena"
"CTH","Candida orthopsilosis"
"CTN","Yamadazyma tenuis"
"CTNSPP","Candida"
"CTR","Candida tropicalis"
"CTS","Comamonas testosteroni"
"CTT","Clostridium tertium"
"CTU","Solicoccozyma albidus"
"CTUSPP","Cryptococcus"
"CUB","Cutibacterium"
"CUBSPP","Cutibacterium"
"CUG","Cryptococcus neoformans uniguttulatus"
"CUI","Candida bracarensis"
"CUL","Corynebacterium ulcerans"
"CUN","Cunninghamella"
"CUP","Campylobacter upsaliensis"
"CUPGIL","Cupriavidus"
"CUPPAU","Cupriavidus pauculus"
"CUPRES","Cupriavidus"
"CUPSPP","Cupriavidus"
"CUR","Curvularia"
"CUR.SP","Curvularia"
"CUT","Cyberlindnera jadinii"
"CUTACN","Cutibacterium acnes"
"CUTAVI","Cutibacterium avidum"
"CUTGRA","Cutibacterium granulosum"
"CUTSPP","Cutibacterium"
"CUV","Cupriavidus"
"CUVSPP","Cupriavidus"
"CVI","Chromobacterium violaceum"
"CVN","Candida vini"
"CVS","Clavispora"
"CVW","Candida viswanathii"
"CVWSPP","Candida"
"CWE","Citrobacter werkmanii"
"CXA","Candida"
"CXASPP","Candida"
"CXE","Corynebacterium xerosis"
"CYA","Chlamydia abortus"
"CYB","Cyberlindnera"
"CYD","Cryptococcus deuterogattii"
"CYE","Corynebacterium coyleae"
"CYO","Citrobacter youngae"
"CYR","Sporopachydermia cereana"
"CYT","Cytophaga"
"CYTSPP","Cytophaga"
"CZE","Candida zeylanoides"
"D.ACI","Delftia acidovorans"
"D.BAK","Desulfuromusa bakii"
"D.CON","Dermatophilus congolensis"
"D.KYS","Desulfuromusa kysingii"
"D.SUC","Desulfuromusa succinoxidans"
"D01","Shigella dysenteriae"
"D02","Shigella dysenteriae"
"D03","Shigella dysenteriae"
"D04","Shigella dysenteriae"
"D05","Shigella dysenteriae"
"D06","Shigella dysenteriae"
"D07","Shigella dysenteriae"
"D08","Shigella dysenteriae"
"D09","Shigella dysenteriae"
"D10","Shigella dysenteriae"
"D11","Shigella dysenteriae"
"D12","Shigella dysenteriae"
"D13","Shigella dysenteriae"
"D14","Shigella dysenteriae"
"D15","Shigella dysenteriae"
"DAE","Halodesulfovibrio desulfuricans aestuarii"
"DAEC","Escherichia coli"
"DBY","Debaryomyces"
"DCA","Taenia saginata"
"DCC","Dermacoccus"
"DCCSPP","Dermacoccus"
"DCO","Dermatophilus congolensis"
"DDE","Desulfovibrio desulfuricans"
"DEB","Desulfobacter"
"DEB.SP","Desulfitobacterium"
"DEBSPP","Desulfobacter"
"DEC","Desulfococcus"
"DECSPP","Desulfococcus"
"DEF","Delftia"
"DEFSPP","Delftia"
"DEI","Deinococcus"
"DEIPRO","Deinococcus proteolyticus"
"DEISPP","Deinococcus"
"DEL","Desulfobulbus"
"DEL.SP","Delftia"
"DELACI","Delftia acidovorans"
"DELSPP","Desulfobulbus"
"DEM","Desulfovibrio"
"DEM.SP","Desulfuromusa"
"DEMFOL","Demodex folliculorum"
"DEMSPP","Demodex"
"DER","Dermabacter"
"DER.SP","Dermatophilus"
"DERSPP","Dermatobia"
"DES","Desulfosarcina"
"DESFAI","Desulfovibrio fairfieldensis"
"DESSPP","Desulfovibrio"
"DET","Dermatophilus"
"DETSPP","Dermatophilus"
"DEV","Desulfovibrio"
"DEVSPP","Desulfovibrio"
"DFR","Dientamoeba fragilis"
"DHO","Dermabacter hominis"
"DIA","Dialister"
"DIAPNU","Dialister pneumosintes"
"DIASPP","Dialister"
"DIC","Dichelobacter"
"DICSPP","Dichelobacter"
"DIE","Dientamoeba"
"DIEFRA","Dientamoeba fragilis"
"DIM","Dirofilaria immitis"
"DIP","Diphyllobothrium"
"DIPLAT","Diphyllobothrium latum"
"DIPSPP","Diphyllobothrium"
"DIR","Dirofilaria"
"DIT","Dietzia"
"DITCIN","Dietzia maris"
"DITSPP","Dietzia"
"DLA","Diphyllobothrium latum"
"DLASPP","Diphyllobothrium"
"DMB","Dermabacter"
"DMBHOI","Dermabacter hominis"
"DMBHOM","Dermabacter hominis"
"DMBSPP","Dermabacter"
"DNI","Dermacoccus nishinomiyaensis"
"DNO","Dichelobacter nodosus"
"DOL","Dolosigranulum"
"DOLPIG","Dolosigranulum pigrum"
"DOLSPP","Dolosigranulum"
"DPB","Diphyllobothrium"
"DPBSPP","Diphyllobothrium"
"DPG","Desulfovibrio piger"
"DPI","Dolosigranulum pigrum"
"DPN","Dialister pneumosintes"
"DRB","Salmonella Derby"
"DXE","Streptococcus groupe D"
"DXX","Shigella dysenteriae"
"E.AER","Klebsiella aerogenes"
"E.AME","Ewingella americana"
"E.AMN","Lelliottia amnigena"
"E.AMN1","Lelliottia amnigena"
"E.AMN2","Lelliottia amnigena"
"E.ASB","Enterobacter asburiae"
"E.AVI","Enterococcus avium"
"E.AVL","Enterococcus avium"
"E.BAR","Eubacterium barkeri"
"E.BETA","Escherichia coli"
"E.BLA","Shimwellia blattae"
"E.BRE","Empedobacter brevis"
"E.CAN","Enterobacter cancerogenus"
"E.CAS","Enterococcus casseliflavus"
"E.CAT","Escherichia coli"
"E.CLO","Enterobacter cloacae"
"E.COL","Escherichia coli"
"E.COLH","Escherichia coli"
"E.COLM","Escherichia coli"
"E.COLU","Escherichia coli"
"E.COR","Eikenella corrodens"
"E.DUR","Enterococcus durans"
"E.FAEL","Enterococcus faecalis"
"E.FAEM","Enterococcus faecium"
"E.FER","Escherichia fergusonii"
"E.FLO","Epidermophyton floccosum"
"E.GALM","Enterococcus gallinarum"
"E.GER","Pluralibacter gergoviae"
"E.H2S","Escherichia coli"
"E.HER","Escherichia hermannii"
"E.HIR","Enterococcus hirae"
"E.HOR","Enterobacter hormaechei"
"E.HOS","Edwardsiella hoshinae"
"E.ICT","Edwardsiella ictaluri"
"E.INT","Kluyvera intermedia"
"E.K88","Escherichia coli"
"E.K987","Escherichia coli"
"E.K99","Escherichia coli"
"E.LEN","Eggerthella lenta"
"E.LIM","Eubacterium limosum"
"E.MAL","Enterococcus malodoratus"
"E.MON","Clostridium moniliforme"
"E.RHU","Erysipelothrix rhusiopathiae"
"E.SAK","Cronobacter sakazakii"
"E.SER","Lactococcus garvieae"
"E.SOL","Tetragenococcus solitarius"
"E.TAR","Edwardsiella tarda"
"E.TAR1","Edwardsiella tarda"
"E.VUL","Pseudescherichia vulneris"
"EA1","Lelliottia amnigena"
"EA2","Lelliottia amnigena"
"EAA","Escherichia coli"
"EAC","Pseudoramibacter alactolyticus"
"EACSPP","Eubacterium"
"EAD","Escherichia coli"
"EAE","Klebsiella aerogenes"
"EAEC","Escherichia coli"
"EAF","Collinsella aerofaciens"
"EAG","Pantoea agglomerans"
"EAL","Erwinia amylovora"
"EAM","Lelliottia amnigena"
"EAN","Enterococcus asini"
"EAR","Ewingella americana"
"EAS","Enterobacter asburiae"
"EAT","Kluyvera intermedia"
"EAV","Enterococcus avium"
"EBC","Enterobacterales"
"EBG","Enterobacter bugandensis"
"EBI","Encephalitozoon bieneusi"
"EBL","Shimwellia blattae"
"EBR","Empedobacter brevis"
"EBY","Eubacterium brachy"
"EC2592","Escherichia coli"
"ECA","Enterococcus casseliflavus"
"ECB","Enterococcus columbae"
"ECC","Enterococcus cecorum"
"ECE","Pectobacterium carnegieanum"
"ECG","Enterobacter cancerogenus"
"ECI","Entamoeba coli"
"ECL","Enterobacter cloacae"
"ECM","Clostridium combesii"
"ECN","Faecalicatena contorta"
"ECO","Escherichia coli"
"ECR","Eikenella corrodens"
"ECS","Echinostoma"
"ECT","Pectobacterium carotovorum"
"ECX","Enterobacter cloacae complex"
"ECY","Faecalitalea cylindroides"
"EDA","Edwardsiella anguillarum"
"EDC","Edwardsiella piscicida"
"EDI","Enterobacter cloacae dissolvens"
"EDP","Entamoeba dispar"
"EDS","Enterococcus dispar"
"EDU","Enterococcus durans"
"EDW","Edwardsiella"
"EDW.SP","Edwardsiella"
"EDWHOS","Edwardsiella hoshinae"
"EDWICT","Edwardsiella ictaluri"
"EDWSPP","Edwardsiella"
"EDWTAR","Edwardsiella tarda"
"EEH","Escherichia coli"
"EEI","Escherichia coli"
"EEP","Escherichia coli"
"EET","Escherichia coli"
"EFA","Enterococcus faecalis"
"EFE","Escherichia fergusonii"
"EFL","Epidermophyton floccosum"
"EFM","Enterococcus faecium"
"EFV","Enterococcus casseliflavus"
"EGA","Enterococcus gallinarum"
"EGE","Eggerthia"
"EGECAT","Eggerthia catenaformis"
"EGESPP","Eggerthia"
"EGG","Pluralibacter gergoviae"
"EGG.SP","Eggerthella"
"EGGLEN","Eggerthella lenta"
"EGGSPP","Eggerthella"
"EGI","Entamoeba gingivalis"
"EGT","Eggerthella"
"EGTSPP","Eggerthella"
"EGV","Enterococcus gilvus"
"EHA","Entamoeba hartmanni"
"EHC","Ehrlichia canis"
"EHE","Escherichia hermannii"
"EHEC","Escherichia coli"
"EHF","Ehrlichia chaffeensis"
"EHI","Entamoeba histolytica"
"EHM","Enterobacter hormaechei"
"EHN","Enteromonas"
"EHO","Edwardsiella hoshinae"
"EHR","Ehrlichia"
"EHRSPP","Ehrlichia"
"EHS","Neorickettsia sennetsu"
"EHSSPP","Ehrlichia"
"EIC","Edwardsiella ictaluri"
"EIEC","Escherichia coli"
"EIK","Eikenella"
"EIK.SP","Eikenella"
"EIKCOR","Eikenella corrodens"
"EIKSPP","Eikenella"
"EIL","Echinostoma ilocanum"
"EIN","Kluyvera intermedia"
"EJE","Exophiala jeanselmei"
"ELA","Elizabethkingia anophelis"
"ELE","Eggerthella lenta"
"ELI","Eubacterium limosum"
"ELIMEN","Elizabethkingia meningoseptica"
"ELIMIR","Elizabethkingia miricola"
"ELISPP","Elizabethkingia"
"ELZ","Elizabethkingia"
"ELZSPP","Elizabethkingia"
"EMA","Enterococcus malodoratus"
"EMG","Eubacterium yurii margaretiae"
"EMK","Salmonella Emek"
"EMN","Enterococcus mundtii"
"EMO","Clostridium moniliforme"
"EMP","Empedobacter"
